O_ID,D_ID,OD_Number
10000022,10000018,1
10000022,10000020,1
10000022,10000022,13
10000022,10000023,6
10000022,10000024,3
10000022,10000026,5
10000022,10000027,3
10000022,10000028,1
10000022,10000029,5
10000022,10000030,5
10000022,10000031,2
10000022,10000032,7
10000022,10000033,10
10000022,10000034,2
10000022,10000035,2
10000022,10000036,27
10000022,10000037,24
10000022,10000038,6
10000022,10000039,1
10000022,10000040,11
10000022,10000041,5
10000022,10000042,34
10000022,10000043,2
10000022,10000045,5
10000022,10000046,18
10000022,10000047,5
10000022,10000048,10
10000022,10000049,236
10000022,10000050,90
10000022,10000051,18
10000022,10000052,21
10000022,10000053,14
10000022,10000054,12
10000022,10000056,34
10000022,10000057,1
10000022,10000059,1
10000022,10000062,5
10000022,10000066,1
10000022,10000068,4
10000022,10000069,2
10000022,10000070,1
10000022,10000072,5
10000022,10000073,2
10000022,10000075,2
10000022,10000076,5
10000022,10000078,91
10000022,10000079,4
10000022,10000080,4
10000022,10000081,1
10000022,10000082,2
10000022,10000083,2
10000022,10000085,4
10000022,10000087,26
10000022,10000088,7
10000022,10000089,4
10000022,10000090,9
10000022,10000093,3
10000022,10000094,1
10000022,10000097,71
10000022,10000098,53
10000022,10000099,1
10000022,10000100,8
10000022,10000101,17
10000022,10000102,19
10000022,10000103,17
10000022,10000104,1
10000022,10000105,1
10000022,10000106,9
10000022,10000107,3
10000022,10000108,3
10000022,10000109,4
10000022,10000110,16
10000022,10000112,8
10000022,10000113,2
10000022,10000114,4
10000022,10000115,5
10000022,10000116,43
10000022,10000117,11
10000022,10000118,4
10000022,10000119,3
10000022,10000120,4
10000022,10000121,3
10000022,10000122,1
10000022,10000123,1
10000022,10000124,1
10000022,10000125,2
10000022,10000127,27
10000022,10000128,104
10000022,10000129,2
10000022,10000130,1
10000022,10000131,48
10000022,10000132,2
10000022,10000133,4
10000022,10000134,3
10000022,10000136,2
10000022,10000137,1
10000023,10000000,193
10000023,10000001,56
10000023,10000002,1
10000023,10000003,20
10000023,10000004,8
10000023,10000005,7
10000023,10000006,2
10000023,10000007,9
10000023,10000008,1
10000023,10000009,20
10000023,10000010,3
10000023,10000011,2
10000023,10000013,1
10000023,10000015,2
10000023,10000016,7
10000023,10000017,1
10000023,10000018,2
10000023,10000022,9
10000023,10000023,36
10000023,10000024,7
10000023,10000025,1
10000023,10000026,2
10000023,10000027,6
10000023,10000028,5
10000023,10000029,3
10000023,10000030,30
10000023,10000031,1
10000023,10000032,10
10000023,10000033,2
10000023,10000034,12
10000023,10000035,3
10000023,10000036,27
10000023,10000037,31
10000023,10000039,1
10000023,10000040,9
10000023,10000041,26
10000023,10000042,61
10000023,10000043,9
10000023,10000044,1
10000023,10000045,2
10000023,10000046,21
10000023,10000047,3
10000023,10000048,8
10000023,10000049,246
10000023,10000050,152
10000023,10000051,20
10000023,10000052,20
10000023,10000053,23
10000023,10000054,7
10000023,10000055,3
10000023,10000056,26
10000023,10000057,1
10000023,10000059,2
10000023,10000060,1
10000023,10000062,7
10000023,10000066,1
10000023,10000068,10
10000023,10000069,3
10000023,10000070,2
10000023,10000072,4
10000023,10000075,1
10000023,10000076,3
10000023,10000077,2
10000023,10000078,132
10000023,10000079,1
10000023,10000081,3
10000023,10000082,2
10000023,10000083,1
10000023,10000084,3
10000023,10000085,8
10000023,10000086,1
10000023,10000087,27
10000023,10000088,13
10000023,10000089,7
10000023,10000090,10
10000023,10000091,1
10000023,10000094,3
10000023,10000096,1
10000023,10000097,78
10000023,10000098,69
10000023,10000099,3
10000023,10000100,7
10000023,10000101,51
10000023,10000102,25
10000023,10000103,15
10000023,10000104,1
10000023,10000105,2
10000023,10000106,7
10000023,10000107,5
10000023,10000108,1
10000023,10000109,8
10000023,10000110,13
10000023,10000111,2
10000023,10000112,6
10000023,10000113,3
10000023,10000114,9
10000023,10000115,5
10000023,10000116,52
10000023,10000117,6
10000023,10000118,9
10000023,10000119,5
10000023,10000120,2
10000023,10000121,1
10000023,10000127,29
10000023,10000128,132
10000023,10000129,5
10000023,10000130,1
10000023,10000131,33
10000023,10000132,4
10000023,10000133,3
10000023,10000134,4
10000023,10000136,2
10000023,10000138,1
10000024,10000000,199
10000024,10000001,61
10000024,10000002,2
10000024,10000003,20
10000024,10000004,2
10000024,10000005,3
10000024,10000006,6
10000024,10000007,4
10000024,10000009,8
10000024,10000010,4
10000024,10000011,1
10000024,10000012,1
10000024,10000014,4
10000024,10000015,11
10000024,10000016,2
10000024,10000017,9
10000024,10000019,3
10000024,10000020,23
10000024,10000021,1
10000024,10000022,2
10000024,10000023,3
10000024,10000024,85
10000024,10000025,8
10000024,10000026,5
10000024,10000027,5
10000024,10000028,5
10000024,10000029,25
10000024,10000030,4
10000024,10000032,13
10000024,10000033,33
10000024,10000034,4
10000024,10000035,1
10000024,10000036,20
10000024,10000037,18
10000024,10000038,7
10000024,10000039,18
10000024,10000040,37
10000024,10000041,51
10000024,10000042,12
10000024,10000043,10
10000024,10000044,7
10000024,10000045,26
10000024,10000046,5
10000024,10000047,18
10000024,10000048,25
10000024,10000049,282
10000024,10000050,128
10000024,10000051,38
10000024,10000052,47
10000024,10000053,27
10000024,10000054,39
10000024,10000055,8
10000024,10000056,45
10000024,10000057,3
10000024,10000059,2
10000024,10000062,10
10000024,10000065,1
10000024,10000067,4
10000024,10000068,14
10000024,10000069,2
10000024,10000070,2
10000024,10000071,3
10000024,10000072,10
10000024,10000073,1
10000024,10000074,4
10000024,10000076,2
10000024,10000078,207
10000024,10000079,6
10000024,10000080,1
10000024,10000081,10
10000024,10000083,2
10000024,10000084,2
10000024,10000085,1
10000024,10000086,1
10000024,10000087,20
10000024,10000088,11
10000024,10000089,6
10000024,10000090,5
10000024,10000091,2
10000024,10000092,1
10000024,10000093,2
10000024,10000094,1
10000024,10000096,1
10000024,10000097,78
10000024,10000098,114
10000024,10000099,5
10000024,10000100,6
10000024,10000101,45
10000024,10000102,43
10000024,10000103,39
10000024,10000104,5
10000024,10000105,4
10000024,10000106,10
10000024,10000107,9
10000024,10000108,8
10000024,10000109,3
10000024,10000110,13
10000024,10000111,3
10000024,10000112,12
10000024,10000113,4
10000024,10000114,6
10000024,10000115,8
10000024,10000116,97
10000024,10000117,14
10000024,10000118,13
10000024,10000120,1
10000024,10000121,1
10000024,10000122,2
10000024,10000123,3
10000024,10000124,5
10000024,10000125,9
10000024,10000126,4
10000024,10000127,36
10000024,10000128,121
10000024,10000129,2
10000024,10000130,11
10000024,10000131,39
10000024,10000132,4
10000024,10000133,4
10000024,10000134,8
10000024,10000135,3
10000024,10000136,4
10000024,10000138,2
10000025,10000000,148
10000025,10000001,40
10000025,10000002,1
10000025,10000003,3
10000025,10000004,2
10000025,10000006,5
10000025,10000007,5
10000025,10000009,8
10000025,10000010,1
10000025,10000011,1
10000025,10000012,11
10000025,10000013,4
10000025,10000015,2
10000025,10000016,2
10000025,10000018,6
10000025,10000020,4
10000025,10000023,1
10000025,10000024,35
10000025,10000025,20
10000025,10000026,6
10000025,10000027,3
10000025,10000028,2
10000025,10000029,18
10000025,10000030,4
10000025,10000032,14
10000025,10000033,13
10000025,10000034,3
10000025,10000036,16
10000025,10000037,10
10000025,10000038,13
10000025,10000039,3
10000025,10000040,28
10000025,10000041,20
10000025,10000042,5
10000025,10000043,5
10000025,10000044,2
10000025,10000045,51
10000025,10000046,5
10000025,10000048,3
10000025,10000049,174
10000025,10000050,80
10000025,10000051,6
10000025,10000052,26
10000025,10000053,14
10000025,10000054,15
10000025,10000055,9
10000025,10000056,19
10000025,10000057,1
10000025,10000060,2
10000025,10000061,1
10000025,10000062,7
10000025,10000068,5
10000025,10000070,1
10000025,10000072,8
10000025,10000074,1
10000025,10000075,2
10000025,10000076,4
10000025,10000077,1
10000025,10000078,110
10000025,10000079,3
10000025,10000080,2
10000025,10000081,5
10000025,10000084,6
10000025,10000085,3
10000025,10000087,19
10000025,10000088,2
10000025,10000089,2
10000025,10000090,3
10000025,10000093,4
10000025,10000097,53
10000025,10000098,51
10000025,10000099,8
10000025,10000100,5
10000025,10000101,19
10000025,10000102,28
10000025,10000103,12
10000025,10000104,3
10000025,10000106,4
10000025,10000107,5
10000025,10000108,8
10000025,10000109,20
10000025,10000110,10
10000025,10000112,2
10000025,10000113,4
10000025,10000114,6
10000025,10000115,16
10000025,10000116,51
10000025,10000117,2
10000025,10000118,5
10000025,10000119,7
10000025,10000120,2
10000025,10000121,2
10000025,10000124,2
10000025,10000125,4
10000025,10000127,15
10000025,10000128,56
10000025,10000129,1
10000025,10000130,2
10000025,10000131,24
10000025,10000132,3
10000025,10000133,3
10000025,10000136,1
10000025,10000138,4
10000026,10000000,176
10000026,10000001,55
10000026,10000002,2
10000026,10000003,12
10000026,10000004,5
10000026,10000005,1
10000026,10000006,5
10000026,10000007,1
10000026,10000008,4
10000026,10000009,15
10000026,10000010,1
10000026,10000011,1
10000026,10000012,10
10000026,10000013,4
10000026,10000015,9
10000026,10000016,2
10000026,10000017,2
10000026,10000018,3
10000026,10000020,3
10000026,10000022,4
10000026,10000024,22
10000026,10000025,2
10000026,10000026,18
10000026,10000027,2
10000026,10000028,8
10000026,10000029,3
10000026,10000030,7
10000026,10000032,12
10000026,10000033,12
10000026,10000036,4
10000026,10000037,11
10000026,10000038,16
10000026,10000039,14
10000026,10000040,26
10000026,10000041,35
10000026,10000042,12
10000026,10000043,3
10000026,10000044,2
10000026,10000045,72
10000026,10000046,3
10000026,10000047,6
10000026,10000048,2
10000026,10000049,192
10000026,10000050,73
10000026,10000051,28
10000026,10000052,29
10000026,10000053,10
10000026,10000054,34
10000026,10000055,5
10000026,10000056,33
10000026,10000057,1
10000026,10000062,6
10000026,10000063,1
10000026,10000067,1
10000026,10000068,9
10000026,10000069,1
10000026,10000070,1
10000026,10000072,3
10000026,10000073,1
10000026,10000074,5
10000026,10000075,1
10000026,10000076,3
10000026,10000077,1
10000026,10000078,130
10000026,10000079,2
10000026,10000080,8
10000026,10000081,3
10000026,10000085,6
10000026,10000087,12
10000026,10000088,1
10000026,10000089,2
10000026,10000090,9
10000026,10000091,1
10000026,10000093,1
10000026,10000094,5
10000026,10000097,76
10000026,10000098,67
10000026,10000099,1
10000026,10000100,6
10000026,10000101,26
10000026,10000102,20
10000026,10000103,11
10000026,10000104,1
10000026,10000105,5
10000026,10000106,6
10000026,10000107,1
10000026,10000108,4
10000026,10000109,15
10000026,10000110,10
10000026,10000111,1
10000026,10000112,9
10000026,10000113,7
10000026,10000114,8
10000026,10000115,4
10000026,10000116,47
10000026,10000117,2
10000026,10000118,1
10000026,10000119,1
10000026,10000120,3
10000026,10000121,1
10000026,10000122,3
10000026,10000125,3
10000026,10000126,1
10000026,10000127,11
10000026,10000128,82
10000026,10000129,2
10000026,10000130,2
10000026,10000131,20
10000026,10000132,1
10000026,10000133,4
10000026,10000134,9
10000026,10000138,2
10000027,10000000,102
10000027,10000001,27
10000027,10000003,20
10000027,10000004,3
10000027,10000005,1
10000027,10000007,5
10000027,10000009,9
10000027,10000010,2
10000027,10000011,1
10000027,10000012,1
10000027,10000013,2
10000027,10000016,6
10000027,10000018,3
10000027,10000021,1
10000027,10000023,7
10000027,10000024,5
10000027,10000026,1
10000027,10000027,13
10000027,10000028,3
10000027,10000029,2
10000027,10000030,12
10000027,10000031,1
10000027,10000032,2
10000027,10000033,4
10000027,10000034,4
10000027,10000036,8
10000027,10000037,17
10000027,10000039,4
10000027,10000040,16
10000027,10000041,15
10000027,10000042,16
10000027,10000043,10
10000027,10000045,1
10000027,10000046,9
10000027,10000048,1
10000027,10000049,165
10000027,10000050,47
10000027,10000051,6
10000027,10000052,18
10000027,10000053,7
10000027,10000054,11
10000027,10000055,2
10000027,10000056,16
10000027,10000059,1
10000027,10000062,4
10000027,10000068,9
10000027,10000069,1
10000027,10000072,5
10000027,10000074,1
10000027,10000075,6
10000027,10000076,8
10000027,10000078,77
10000027,10000079,2
10000027,10000080,3
10000027,10000081,6
10000027,10000082,1
10000027,10000083,1
10000027,10000085,1
10000027,10000087,10
10000027,10000088,4
10000027,10000089,4
10000027,10000090,9
10000027,10000091,1
10000027,10000092,1
10000027,10000096,1
10000027,10000097,40
10000027,10000098,40
10000027,10000099,1
10000027,10000100,4
10000027,10000101,25
10000027,10000102,10
10000027,10000103,10
10000027,10000104,2
10000027,10000106,3
10000027,10000107,4
10000027,10000108,4
10000027,10000109,6
10000027,10000110,11
10000027,10000111,1
10000027,10000112,15
10000027,10000113,1
10000027,10000114,3
10000027,10000115,7
10000027,10000116,36
10000027,10000117,5
10000027,10000118,7
10000027,10000120,3
10000027,10000122,2
10000027,10000123,1
10000027,10000124,5
10000027,10000125,1
10000027,10000127,19
10000027,10000128,60
10000027,10000129,1
10000027,10000130,3
10000027,10000131,18
10000027,10000132,1
10000027,10000133,5
10000027,10000134,3
10000027,10000135,1
10000027,10000137,1
10000027,10000138,3
10000028,10000000,155
10000028,10000001,47
10000028,10000002,1
10000028,10000003,19
10000028,10000004,5
10000028,10000005,3
10000028,10000006,1
10000028,10000007,1
10000028,10000009,12
10000028,10000010,3
10000028,10000011,2
10000028,10000012,2
10000028,10000013,1
10000028,10000014,1
10000028,10000015,1
10000028,10000016,7
10000028,10000021,1
10000028,10000022,5
10000028,10000023,7
10000028,10000024,4
10000028,10000025,2
10000028,10000027,5
10000028,10000028,29
10000028,10000029,6
10000028,10000030,14
10000028,10000031,3
10000028,10000032,11
10000028,10000033,7
10000028,10000034,9
10000028,10000035,3
10000028,10000036,33
10000028,10000037,43
10000028,10000038,4
10000028,10000039,2
10000028,10000040,13
10000028,10000041,17
10000028,10000042,33
10000028,10000043,7
10000028,10000045,3
10000028,10000046,13
10000028,10000048,3
10000028,10000049,220
10000028,10000050,99
10000028,10000051,10
10000028,10000052,32
10000028,10000053,10
10000028,10000054,21
10000028,10000055,8
10000028,10000056,32
10000028,10000057,2
10000028,10000058,1
10000028,10000059,1
10000028,10000062,8
10000028,10000063,1
10000028,10000066,1
10000028,10000068,3
10000028,10000069,1
10000028,10000070,2
10000028,10000072,11
10000028,10000074,1
10000028,10000075,2
10000028,10000076,4
10000028,10000078,102
10000028,10000079,1
10000028,10000080,4
10000028,10000081,3
10000028,10000082,1
10000028,10000084,6
10000028,10000085,5
10000028,10000087,14
10000028,10000089,3
10000028,10000090,7
10000028,10000094,2
10000028,10000097,55
10000028,10000098,59
10000028,10000099,5
10000028,10000100,3
10000028,10000101,29
10000028,10000102,33
10000028,10000103,10
10000028,10000104,4
10000028,10000105,1
10000028,10000106,7
10000028,10000108,1
10000028,10000109,4
10000028,10000110,16
10000028,10000111,6
10000028,10000112,9
10000028,10000113,2
10000028,10000114,6
10000028,10000115,2
10000028,10000116,49
10000028,10000117,4
10000028,10000118,3
10000028,10000122,1
10000028,10000124,5
10000028,10000126,1
10000028,10000127,21
10000028,10000128,78
10000028,10000129,3
10000028,10000130,15
10000028,10000131,30
10000028,10000132,7
10000028,10000133,2
10000028,10000135,2
10000028,10000137,1
10000028,10000138,3
10000029,10000000,173
10000029,10000001,53
10000029,10000002,1
10000029,10000003,19
10000029,10000004,2
10000029,10000005,1
10000029,10000006,8
10000029,10000009,8
10000029,10000010,2
10000029,10000011,2
10000029,10000012,4
10000029,10000013,2
10000029,10000014,2
10000029,10000015,15
10000029,10000017,1
10000029,10000018,2
10000029,10000019,3
10000029,10000020,4
10000029,10000022,1
10000029,10000023,1
10000029,10000024,56
10000029,10000026,1
10000029,10000027,4
10000029,10000028,2
10000029,10000029,43
10000029,10000030,6
10000029,10000031,4
10000029,10000032,17
10000029,10000033,44
10000029,10000034,4
10000029,10000036,7
10000029,10000037,12
10000029,10000038,8
10000029,10000039,11
10000029,10000040,61
10000029,10000041,27
10000029,10000042,10
10000029,10000043,15
10000029,10000044,1
10000029,10000045,13
10000029,10000046,8
10000029,10000047,10
10000029,10000048,23
10000029,10000049,327
10000029,10000050,128
10000029,10000051,32
10000029,10000052,21
10000029,10000053,36
10000029,10000054,30
10000029,10000055,10
10000029,10000056,52
10000029,10000057,1
10000029,10000058,3
10000029,10000059,3
10000029,10000060,1
10000029,10000062,17
10000029,10000063,2
10000029,10000066,1
10000029,10000068,13
10000029,10000069,1
10000029,10000070,1
10000029,10000072,10
10000029,10000075,1
10000029,10000076,1
10000029,10000077,4
10000029,10000078,202
10000029,10000079,4
10000029,10000080,1
10000029,10000081,11
10000029,10000084,7
10000029,10000085,8
10000029,10000086,1
10000029,10000087,20
10000029,10000088,7
10000029,10000089,2
10000029,10000091,2
10000029,10000092,1
10000029,10000093,2
10000029,10000094,3
10000029,10000096,1
10000029,10000097,71
10000029,10000098,82
10000029,10000099,3
10000029,10000100,8
10000029,10000101,49
10000029,10000102,30
10000029,10000103,34
10000029,10000104,1
10000029,10000105,4
10000029,10000106,19
10000029,10000107,7
10000029,10000108,3
10000029,10000109,13
10000029,10000110,17
10000029,10000111,3
10000029,10000112,13
10000029,10000113,2
10000029,10000114,8
10000029,10000115,5
10000029,10000116,84
10000029,10000117,9
10000029,10000118,8
10000029,10000119,1
10000029,10000120,1
10000029,10000123,1
10000029,10000124,1
10000029,10000125,5
10000029,10000126,5
10000029,10000127,26
10000029,10000128,128
10000029,10000129,3
10000029,10000130,8
10000029,10000131,15
10000029,10000132,2
10000029,10000133,4
10000029,10000134,11
10000029,10000135,4
10000029,10000136,10
10000029,10000138,6
10000030,10000000,250
10000030,10000001,57
10000030,10000002,2
10000030,10000003,26
10000030,10000004,14
10000030,10000005,3
10000030,10000006,4
10000030,10000007,2
10000030,10000008,3
10000030,10000009,23
10000030,10000010,7
10000030,10000011,8
10000030,10000013,1
10000030,10000015,4
10000030,10000016,5
10000030,10000018,2
10000030,10000021,1
10000030,10000022,10
10000030,10000023,12
10000030,10000024,13
10000030,10000026,5
10000030,10000027,4
10000030,10000028,10
10000030,10000029,5
10000030,10000030,69
10000030,10000031,2
10000030,10000032,12
10000030,10000033,3
10000030,10000034,7
10000030,10000035,2
10000030,10000036,38
10000030,10000037,35
10000030,10000038,1
10000030,10000039,4
10000030,10000040,13
10000030,10000041,18
10000030,10000042,78
10000030,10000043,8
10000030,10000045,2
10000030,10000046,15
10000030,10000047,8
10000030,10000048,14
10000030,10000049,363
10000030,10000050,189
10000030,10000051,32
10000030,10000052,36
10000030,10000053,13
10000030,10000054,20
10000030,10000055,3
10000030,10000056,34
10000030,10000057,5
10000030,10000062,8
10000030,10000063,1
10000030,10000064,1
10000030,10000065,1
10000030,10000067,1
10000030,10000068,8
10000030,10000070,2
10000030,10000071,3
10000030,10000072,7
10000030,10000074,2
10000030,10000075,8
10000030,10000076,3
10000030,10000078,138
10000030,10000079,2
10000030,10000080,7
10000030,10000081,6
10000030,10000082,1
10000030,10000084,1
10000030,10000085,10
10000030,10000086,2
10000030,10000087,23
10000030,10000088,8
10000030,10000089,4
10000030,10000090,15
10000030,10000092,1
10000030,10000093,2
10000030,10000097,122
10000030,10000098,114
10000030,10000099,3
10000030,10000100,8
10000030,10000101,44
10000030,10000102,38
10000030,10000103,28
10000030,10000104,6
10000030,10000106,17
10000030,10000107,11
10000030,10000108,2
10000030,10000109,10
10000030,10000110,21
10000030,10000111,5
10000030,10000112,20
10000030,10000113,6
10000030,10000114,8
10000030,10000115,2
10000030,10000116,55
10000030,10000117,6
10000030,10000118,10
10000030,10000120,4
10000030,10000121,1
10000030,10000123,3
10000030,10000124,2
10000030,10000127,34
10000030,10000128,142
10000030,10000129,10
10000030,10000130,15
10000030,10000131,48
10000030,10000132,5
10000030,10000133,6
10000030,10000134,2
10000030,10000137,5
10000031,10000000,96
10000031,10000001,35
10000031,10000003,12
10000031,10000004,8
10000031,10000005,1
10000031,10000006,2
10000031,10000007,2
10000031,10000008,1
10000031,10000009,5
10000031,10000010,4
10000031,10000011,1
10000031,10000012,1
10000031,10000013,3
10000031,10000014,1
10000031,10000015,2
10000031,10000016,9
10000031,10000017,2
10000031,10000020,1
10000031,10000022,1
10000031,10000023,8
10000031,10000024,4
10000031,10000025,1
10000031,10000026,1
10000031,10000027,1
10000031,10000029,4
10000031,10000030,8
10000031,10000031,15
10000031,10000032,7
10000031,10000033,3
10000031,10000034,3
10000031,10000036,7
10000031,10000037,12
10000031,10000039,1
10000031,10000040,19
10000031,10000041,11
10000031,10000042,19
10000031,10000043,11
10000031,10000044,1
10000031,10000045,2
10000031,10000046,13
10000031,10000047,5
10000031,10000048,3
10000031,10000049,148
10000031,10000050,69
10000031,10000051,11
10000031,10000052,12
10000031,10000053,10
10000031,10000054,10
10000031,10000055,4
10000031,10000056,26
10000031,10000057,2
10000031,10000060,1
10000031,10000062,6
10000031,10000063,1
10000031,10000066,1
10000031,10000068,4
10000031,10000071,1
10000031,10000072,7
10000031,10000077,4
10000031,10000078,70
10000031,10000080,1
10000031,10000081,1
10000031,10000083,1
10000031,10000084,1
10000031,10000085,5
10000031,10000087,5
10000031,10000089,2
10000031,10000090,2
10000031,10000091,5
10000031,10000092,1
10000031,10000097,37
10000031,10000098,34
10000031,10000099,1
10000031,10000100,2
10000031,10000101,17
10000031,10000102,17
10000031,10000103,12
10000031,10000104,1
10000031,10000106,11
10000031,10000107,1
10000031,10000108,1
10000031,10000109,4
10000031,10000110,5
10000031,10000112,9
10000031,10000113,4
10000031,10000114,7
10000031,10000116,42
10000031,10000117,4
10000031,10000118,6
10000031,10000120,2
10000031,10000121,1
10000031,10000122,1
10000031,10000127,18
10000031,10000128,58
10000031,10000130,1
10000031,10000131,18
10000031,10000132,3
10000031,10000133,3
10000031,10000134,1
10000031,10000138,3
10000032,10000000,204
10000032,10000001,55
10000032,10000002,1
10000032,10000003,20
10000032,10000004,1
10000032,10000005,3
10000032,10000006,2
10000032,10000009,5
10000032,10000010,4
10000032,10000011,1
10000032,10000012,1
10000032,10000013,2
10000032,10000015,4
10000032,10000018,2
10000032,10000020,4
10000032,10000023,3
10000032,10000024,37
10000032,10000025,6
10000032,10000026,3
10000032,10000027,1
10000032,10000028,1
10000032,10000029,9
10000032,10000032,42
10000032,10000033,9
10000032,10000036,5
10000032,10000037,12
10000032,10000038,13
10000032,10000039,10
10000032,10000040,44
10000032,10000041,17
10000032,10000042,13
10000032,10000043,21
10000032,10000045,36
10000032,10000046,4
10000032,10000047,5
10000032,10000048,19
10000032,10000049,356
10000032,10000050,133
10000032,10000051,28
10000032,10000052,31
10000032,10000053,28
10000032,10000054,43
10000032,10000055,12
10000032,10000056,25
10000032,10000057,1
10000032,10000058,1
10000032,10000060,1
10000032,10000061,1
10000032,10000062,10
10000032,10000063,1
10000032,10000065,1
10000032,10000066,1
10000032,10000068,4
10000032,10000072,10
10000032,10000073,2
10000032,10000074,4
10000032,10000075,1
10000032,10000076,5
10000032,10000078,176
10000032,10000079,4
10000032,10000080,4
10000032,10000081,12
10000032,10000083,2
10000032,10000085,7
10000032,10000086,2
10000032,10000087,23
10000032,10000088,5
10000032,10000089,2
10000032,10000090,9
10000032,10000092,2
10000032,10000093,3
10000032,10000094,2
10000032,10000097,87
10000032,10000098,107
10000032,10000099,5
10000032,10000100,10
10000032,10000101,54
10000032,10000102,41
10000032,10000103,12
10000032,10000106,12
10000032,10000107,4
10000032,10000108,7
10000032,10000109,8
10000032,10000110,14
10000032,10000111,8
10000032,10000112,9
10000032,10000113,7
10000032,10000114,8
10000032,10000115,4
10000032,10000116,74
10000032,10000117,5
10000032,10000118,7
10000032,10000119,1
10000032,10000121,3
10000032,10000123,2
10000032,10000124,3
10000032,10000125,5
10000032,10000126,12
10000032,10000127,32
10000032,10000128,71
10000032,10000129,3
10000032,10000130,5
10000032,10000131,32
10000032,10000132,1
10000032,10000133,3
10000032,10000134,9
10000032,10000135,2
10000032,10000136,2
10000032,10000137,1
10000032,10000138,4
10000033,10000000,173
10000033,10000001,24
10000033,10000003,16
10000033,10000004,2
10000033,10000006,2
10000033,10000009,7
10000033,10000010,1
10000033,10000011,1
10000033,10000012,3
10000033,10000013,1
10000033,10000014,3
10000033,10000015,1
10000033,10000016,2
10000033,10000018,4
10000033,10000020,8
10000033,10000021,2
10000033,10000022,1
10000033,10000023,2
10000033,10000024,20
10000033,10000025,9
10000033,10000026,6
10000033,10000027,3
10000033,10000029,11
10000033,10000030,1
10000033,10000031,4
10000033,10000032,26
10000033,10000033,68
10000033,10000034,5
10000033,10000036,3
10000033,10000037,10
10000033,10000038,1
10000033,10000039,6
10000033,10000040,36
10000033,10000041,16
10000033,10000042,15
10000033,10000043,34
10000033,10000044,2
10000033,10000045,13
10000033,10000046,3
10000033,10000047,9
10000033,10000048,13
10000033,10000049,254
10000033,10000050,100
10000033,10000051,28
10000033,10000052,37
10000033,10000053,24
10000033,10000054,32
10000033,10000055,7
10000033,10000056,26
10000033,10000057,1
10000033,10000058,1
10000033,10000059,3
10000033,10000060,3
10000033,10000062,13
10000033,10000066,2
10000033,10000068,6
10000033,10000069,1
10000033,10000070,2
10000033,10000071,2
10000033,10000072,5
10000033,10000074,1
10000033,10000076,3
10000033,10000077,1
10000033,10000078,127
10000033,10000079,2
10000033,10000080,1
10000033,10000081,8
10000033,10000082,1
10000033,10000083,1
10000033,10000084,6
10000033,10000087,24
10000033,10000088,4
10000033,10000089,3
10000033,10000090,4
10000033,10000092,3
10000033,10000093,1
10000033,10000097,63
10000033,10000098,84
10000033,10000099,3
10000033,10000100,8
10000033,10000101,44
10000033,10000102,21
10000033,10000103,27
10000033,10000104,2
10000033,10000105,7
10000033,10000106,9
10000033,10000107,1
10000033,10000109,9
10000033,10000110,20
10000033,10000111,2
10000033,10000112,16
10000033,10000113,6
10000033,10000114,7
10000033,10000115,2
10000033,10000116,94
10000033,10000117,3
10000033,10000118,5
10000033,10000119,2
10000033,10000122,2
10000033,10000123,3
10000033,10000125,3
10000033,10000126,2
10000033,10000127,27
10000033,10000128,93
10000033,10000129,5
10000033,10000130,2
10000033,10000131,29
10000033,10000132,1
10000033,10000133,5
10000033,10000134,3
10000033,10000138,2
10000034,10000000,169
10000034,10000001,40
10000034,10000002,1
10000034,10000003,21
10000034,10000004,6
10000034,10000005,2
10000034,10000007,4
10000034,10000009,32
10000034,10000011,5
10000034,10000012,4
10000034,10000015,2
10000034,10000016,13
10000034,10000017,3
10000034,10000020,3
10000034,10000022,3
10000034,10000023,5
10000034,10000024,11
10000034,10000026,3
10000034,10000027,4
10000034,10000028,4
10000034,10000029,3
10000034,10000030,15
10000034,10000031,2
10000034,10000032,8
10000034,10000033,3
10000034,10000034,56
10000034,10000035,8
10000034,10000036,28
10000034,10000037,38
10000034,10000038,1
10000034,10000039,3
10000034,10000040,3
10000034,10000041,15
10000034,10000042,35
10000034,10000043,9
10000034,10000045,2
10000034,10000046,29
10000034,10000047,2
10000034,10000048,4
10000034,10000049,212
10000034,10000050,106
10000034,10000051,18
10000034,10000052,17
10000034,10000053,11
10000034,10000054,18
10000034,10000055,3
10000034,10000056,25
10000034,10000057,2
10000034,10000058,1
10000034,10000059,2
10000034,10000062,7
10000034,10000063,1
10000034,10000066,1
10000034,10000068,6
10000034,10000069,3
10000034,10000072,1
10000034,10000074,3
10000034,10000075,5
10000034,10000076,3
10000034,10000077,1
10000034,10000078,112
10000034,10000079,1
10000034,10000080,3
10000034,10000081,3
10000034,10000082,1
10000034,10000085,4
10000034,10000087,23
10000034,10000088,2
10000034,10000089,5
10000034,10000090,13
10000034,10000093,2
10000034,10000096,3
10000034,10000097,82
10000034,10000098,85
10000034,10000100,6
10000034,10000101,29
10000034,10000102,18
10000034,10000103,20
10000034,10000104,1
10000034,10000105,2
10000034,10000106,11
10000034,10000107,5
10000034,10000108,9
10000034,10000109,10
10000034,10000110,14
10000034,10000111,8
10000034,10000112,9
10000034,10000113,8
10000034,10000115,6
10000034,10000116,45
10000034,10000117,1
