10000000,10000001,23.6168
10000000,10000002,34.5667
10000000,10000003,38.0374
10000000,10000004,38.5803
10000000,10000005,27.912
10000000,10000006,33.5924
10000000,10000007,29.404
10000000,10000008,32.5606
10000000,10000009,32.3964
10000000,10000010,13.6012
10000000,10000011,15.5403
10000000,10000012,11.53
10000000,10000013,8.86837
10000000,10000014,9.98005
10000000,10000015,13.1031
10000000,10000016,18.3281
10000000,10000017,33.495
10000000,10000018,36.4455
10000000,10000019,13.857
10000000,10000020,31.9634
10000000,10000021,8.22722
10000000,10000022,11.0509
10000000,10000023,10.2471
10000000,10000024,9.60307
10000000,10000025,6.79722
10000000,10000026,11.8251
10000000,10000027,7.56359
10000000,10000028,8.61759
10000000,10000029,10.341
10000000,10000030,11.7526
10000000,10000031,16.5518
10000000,10000032,12.0367
10000000,10000033,44.765
10000000,10000034,43.5094
10000000,10000035,17.804
10000000,10000036,24.0738
10000000,10000037,26.371
10000000,10000038,28.3628
10000000,10000039,25.8034
10000000,10000040,31.2424
10000000,10000041,22.8801
10000000,10000042,44.3106
10000000,10000043,23.2786
10000000,10000044,23.547
10000000,10000045,25.2621
10000000,10000046,21.8146
10000000,10000047,20.7621
10000000,10000048,20.1681
10000000,10000049,22.2317
10000000,10000050,20.0125
10000000,10000051,23.0326
10000000,10000052,17.9381
10000000,10000053,15.0646
10000000,10000054,16.0628
10000000,10000055,13.7531
10000000,10000056,18.0747
10000000,10000057,26.8958
10000000,10000058,15.7868
10000000,10000059,14.1137
10000000,10000060,15.8531
10000000,10000061,16.0144
10000000,10000062,17.119
10000000,10000063,16.2852
10000000,10000064,13.0157
10000000,10000065,13.8479
10000000,10000066,11.2252
10000000,10000067,14.9642
10000000,10000068,20.0064
10000000,10000069,17.8293
10000000,10000070,19.1882
10000000,10000071,19.582
10000000,10000072,20.7155
10000000,10000073,20.0173
10000000,10000074,18.3031
10000000,10000075,20.0491
10000000,10000076,20.684
10000000,10000077,16.0521
10000000,10000078,17.3193
10000000,10000079,16.5895
10000000,10000080,29.2771
10000000,10000081,30.9963
10000000,10000082,37.0435
10000000,10000083,33.8695
10000000,10000084,27.35
10000000,10000085,23.9467
10000000,10000086,28.8336
10000000,10000087,28.4623
10000000,10000088,30.0519
10000000,10000089,26.298
10000000,10000090,28.4379
10000000,10000091,34.4199
10000000,10000092,32.4799
10000000,10000093,33.8151
10000000,10000094,34.241
10000000,10000095,34.0806
10000000,10000096,39.2503
10000000,10000097,41.2146
10000000,10000098,38.6931
10000000,10000099,25.2245
10000000,10000100,29.0729
10000000,10000101,31.1209
10000000,10000102,32.2893
10000000,10000103,29.9799
10000000,10000104,20.1517
10000000,10000105,22.4268
10000000,10000106,26.8522
10000000,10000107,28.2054
10000000,10000108,29.1355
10000000,10000109,30.9274
10000000,10000110,31.3008
10000000,10000111,33.5688
10000000,10000112,35.6535
10000000,10000113,38.7727
10000000,10000114,33.4409
10000000,10000115,33.0686
10000000,10000116,23.1105
10000000,10000117,35.2413
10000000,10000118,25.9358
10000000,10000119,24.8406
10000000,10000120,28.9297
10000000,10000121,28.7928
10000000,10000122,29.0593
10000000,10000123,26.3447
10000000,10000124,21.7269
10000000,10000125,25.7121
10000000,10000126,25.5624
10000000,10000127,26.3572
10000000,10000128,27.0062
10000000,10000129,23.032
10000000,10000130,26.3495
10000000,10000131,30.4946
10000000,10000132,27.0842
10000000,10000133,26.4976
10000000,10000134,35.1736
10000000,10000135,30.7381
10000000,10000136,25.7071
10000000,10000137,19.4423
10000000,10000138,22.2707
10000000,10000139,23.1679
10000000,10000140,23.7035
10000000,10000141,25.0883
10000000,10000142,23.2855
10000000,10000143,17.8205
10000000,10000144,29.2995
10000000,10000145,26.0567
10000000,10000146,31.5239
10000000,10000147,16.9071
10000000,10000148,25.0817
10000000,10000149,21.6214
10000000,10000150,29.5284
